Category,Message
ham,"Good morning David, I reviewed your code changes and left a couple of minor comments on GitHub. Thanks, Mia"
spam,URGENT: Your account has been temporarily locked due to suspicious login attempts. Verify your details immediately at http://security-bank-auth.com to restore access.
spam,Exclusive Invitation: Double your cryptocurrency investments in just 48 hours with our automated Bitcoin trading bot! Join VIP club now.
spam,"Work from home and earn $500 to $1,500 daily with no experience required! Flexible hours. Start immediately by clicking here."
ham,"Hi Robert, Your library books are due back in 3 days. Renew online if you need more time. Thanks, Olivia"
ham,Reminder: The weekly engineering team standup will start in 15 minutes in Conference Room B and on Zoom.
spam,"FINAL NOTICE: Urgent: Unrecognized login detected from Moscow, Russia. Secure your account now. Call toll-free 1-800-555-9122 now to claim before midnight."
spam,You're a winner! Your online banking password expires in 24 hours. Log in now to keep your account active. Text WIN to 78900 to enter now. Standard rates apply.
spam,"CONGRATULATIONS! Refinance your mortgage today and save hundreds every month. No closing costs! Reply with your full name, phone number, and mailing address to claim."
ham,"Hi Robert, Here is the updated project roadmap following our team discussion yesterday. Have a great day, James"
ham,"Hi Michael, can you please send me the updated contact information for the vendor? We need to finalize the contract."
ham,"Hi Robert, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Best regards, Sophia"
spam,"Instant Cash Award: Hot discount deals on electronics, smartphones and laptops. Order now while stock lasts. Visit http://secure-portal-update.org to update your credentials immediately."
ham,"Hey Sarah, Here is the updated project roadmap following our team discussion yesterday. Warmly, Olivia"
ham,"Hi everyone, Can you send me the latest version of the spreadsheet when you get a chance? Talk soon, James"
ham,The server maintenance has been successfully completed. All systems and database instances are fully operational.
ham,"Hello Team, Please submit your travel expense reports by the end of the month for reimbursement. Talk soon, Lucas"
ham,"Good morning David, Can you send me the latest version of the spreadsheet when you get a chance? Cheers, Daniel"
spam,"You have received 1 new pending wire transfer of $4,500.00. Click here to confirm transaction details and accept funds."
ham,"Hey buddy, The conference room for tomorrow's client presentation has been reserved. Warmly, Olivia"
ham,"Dear Customer, Can you send me the latest version of the spreadsheet when you get a chance? Thanks, Noah"
spam,"Flash Sale! 90% off Designer Watches, Rolex, Omega, Gucci! Limited time clearance stock. Shop now at http://luxury-outlet-deals.shop"
ham,"Hi everyone, I will be out of the office next Tuesday for a doctor appointment. Sincerely, Ava"
spam,"SECURITY NOTICE: Urgent: Unrecognized login detected from Moscow, Russia. Secure your account now. Hurry, offer expires in 6 hours! Act now."
ham,"Hello Team, Let me know if 3:00 PM works for a quick 15-minute sync on the marketing campaign. Warmly, Ava"
ham,"Hi Robert, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Best regards, Emma"
spam,"You're a winner! You have been pre-selected for a $25,000 unsecured personal loan at low interest rate. Click here immediately: http://promo-reward-portal.com"
ham,"Hi Robert, Please submit your travel expense reports by the end of the month for reimbursement. Sincerely, Noah"
ham,Your ride with Uber has completed. Total charged: $14.25. View your trip receipt in the app.
spam,"Congratulations! You have been selected to receive a $1,000 Walmart Gift Card! Click here to claim your prize now: http://claim-gift-now.com"
ham,"Dear Customer, I will be out of the office next Tuesday for a doctor appointment. Sincerely, Liam"
spam,"Dear customer, your parcel delivery is on hold due to unpaid customs fee of $2.99. Pay immediately to avoid return to sender: http://parcel-tracking-fees.com"
ham,"Good morning David, Your library books are due back in 3 days. Renew online if you need more time. Best regards, Noah"
ham,"Hello Team, Please submit your travel expense reports by the end of the month for reimbursement. Thanks, Sophia"
ham,"Hey buddy, Please review the attached contract draft and let me know if you have any changes. Cheers, Olivia"
ham,"Dear Customer, Can you send me the latest version of the spreadsheet when you get a chance? Best regards, Lucas"
spam,URGENT ALERT: Claim your $500 gift card today by completing this 2-minute survey. Click here immediately: http://promo-reward-portal.com
ham,"Good morning David, The deployment to staging completed without any errors. Ready for QA testing. Sincerely, Ava"
spam,"Instant Cash Award: Urgent: Unrecognized login detected from Moscow, Russia. Secure your account now. Download your prize confirmation certificate at http://rewards-winner.net"
ham,"Hi Mom, I arrived safely at the hotel. The flight was on time and everything went smoothly. Talk to you tomorrow!"
spam,"You're a winner! Urgent: Unrecognized login detected from Moscow, Russia. Secure your account now. Visit http://secure-portal-update.org to update your credentials immediately."
ham,"Hi Alex, I reviewed your code changes and left a couple of minor comments on GitHub. Sincerely, Lucas"
spam,Account Notification: Refinance your mortgage today and save hundreds every month. No closing costs! Download your prize confirmation certificate at http://rewards-winner.net
spam,"Special Offer: Buy Viagra, Cialis and generic medication online without prescription. Fast discreet worldwide shipping. 80% discount."
spam,WINNER!! As a valued customer you have been chosen to win a £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
ham,Thanks for sending over the invoice. I have forwarded it to our accounts department for processing.
ham,"Hi Alex, Please review the attached contract draft and let me know if you have any changes. Sincerely, Mia"
spam,Guaranteed Weight Loss! Drop 20 pounds in 2 weeks without diet or exercise. 100% natural miracle supplement. Order now for 70% off!
spam,"Instant Cash Award: Hot discount deals on electronics, smartphones and laptops. Order now while stock lasts. Hurry, offer expires in 6 hours! Act now."
ham,"Good afternoon Rachel, I reviewed your code changes and left a couple of minor comments on GitHub. Cheers, Noah"
ham,"Good afternoon Rachel, Attached is the agenda for our upcoming quarterly business review. Cheers, Ava"
ham,The server maintenance has been successfully completed. All systems and database instances are fully operational.
ham,"Hi Alex, I reviewed your code changes and left a couple of minor comments on GitHub. Best regards, Sophia"
ham,"Hello Team, The conference room for tomorrow's client presentation has been reserved. Talk soon, Noah"
ham,"Dear Customer, The deployment to staging completed without any errors. Ready for QA testing. Sincerely, Olivia"
ham,"Good afternoon Rachel, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Talk soon, Liam"
spam,"ACTION REQUIRED: You have been pre-selected for a $25,000 unsecured personal loan at low interest rate. Hurry, offer expires in 6 hours! Act now."
ham,"Hi everyone, Can you send me the latest version of the spreadsheet when you get a chance? Best regards, Liam"
ham,"Hi Robert, Attached is the agenda for our upcoming quarterly business review. Warmly, Ava"
ham,"Dear Dr. Miller, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Thanks, Noah"
spam,Guaranteed Weight Loss! Drop 20 pounds in 2 weeks without diet or exercise. 100% natural miracle supplement. Order now for 70% off!
spam,CONGRATULATIONS! Refinance your mortgage today and save hundreds every month. No closing costs! Click here immediately: http://promo-reward-portal.com
ham,"Hey buddy, Thanks for the coffee catchup earlier! Let's follow up next week regarding the design. Thanks, Liam"
ham,"Dear Customer, Attached is the agenda for our upcoming quarterly business review. Have a great day, Emma"
spam,HOT SINGLE WOMEN in your area are looking to chat tonight! Click to view verified private profiles: http://meet-singles-now.top
spam,Instant Cash Award: Claim your $500 gift card today by completing this 2-minute survey. Click here immediately: http://promo-reward-portal.com
ham,"Hey buddy, Can you send me the latest version of the spreadsheet when you get a chance? Sincerely, Lucas"
ham,Thanks for sending over the invoice. I have forwarded it to our accounts department for processing.
ham,"Hey Sarah, I will be out of the office next Tuesday for a doctor appointment. Have a great day, Ava"
ham,"Hey buddy, I reviewed your code changes and left a couple of minor comments on GitHub. Thanks, Sophia"
spam,"ATTENTION: IRS Tax Refund Notification. You have an unclaimed refund of $1,840. Submit your tax identification form at http://irs-tax-refunds-gov.biz"
spam,"Congratulations! You have been selected to receive a $1,000 Walmart Gift Card! Click here to claim your prize now: http://claim-gift-now.com"
ham,"Hey Sarah, The deployment to staging completed without any errors. Ready for QA testing. Best regards, Mia"
ham,"Hi Alex, I reviewed your code changes and left a couple of minor comments on GitHub. Talk soon, Sophia"
ham,"Hey buddy, I reviewed your code changes and left a couple of minor comments on GitHub. Warmly, Daniel"
